,image_id,cell_id,spot_id,nuc_loc_y,nuc_loc_x,cyto_loc_y,cyto_loc_x,nuc_area_px,cyto_area_px,cell_area_px,z,y,x,is_nuc,is_cluster,cluster_size,spot_type,is_cell_fragmented,nuc_int_ch_0,nuc_int_ch_1,cyto_int_ch_0,cyto_int_ch_1,pseudo_cyto_int_ch_0,pseudo_cyto_int_ch_1,nuc_cyto_int_ratio_ch_0,nuc_cyto_int_ratio_ch_1,nuc_pseudo_cyto_int_ratio_ch_0,nuc_pseudo_cyto_int_ratio_ch_1,spot_int_ch_0,spot_int_ch_1
88,0,7,34,761,719,0,0,3898,0,0,0,788,735,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,243.1333,697.3333
89,0,7,35,761,719,0,0,3898,0,0,0,789,723,1,0,0,0,0,2762.41432,1239.22755,0.0,0.0,1252.59511,951.63762,0.0,0.0,2.205352949206388,1.3022052974324407,613.0667,1368.3333
90,0,8,-1,818,212,0,0,5244,0,0,-1,-1,-1,0,0,0,-1,0,923.11957,896.04138,0.0,0.0,650.32846,815.62573,0.0,0.0,1.4194666645836167,1.0985938121397911,0.0,0.0
91,0,9,0,904,917,0,0,5227,0,0,0,869,912,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-699.6667,2489.8
92,0,9,1,904,917,0,0,5227,0,0,0,870,925,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-526.0,1925.8
93,0,9,2,904,917,0,0,5227,0,0,0,874,902,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,313.5333,183.3333
94,0,9,3,904,917,0,0,5227,0,0,0,874,935,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,544.9333,339.2667
95,0,9,4,904,917,0,0,5227,0,0,0,875,892,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,47.4667,1020.2667
96,0,9,5,904,917,0,0,5227,0,0,0,879,911,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,89.7333,180.6
97,0,9,6,904,917,0,0,5227,0,0,0,879,925,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-431.1333,-143.4
98,0,9,7,904,917,0,0,5227,0,0,0,885,931,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,186.2,-278.4
99,0,9,8,904,917,0,0,5227,0,0,0,887,892,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,130.4667,1253.2
100,0,9,9,904,917,0,0,5227,0,0,0,888,948,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-752.2,75.2
101,0,9,10,904,917,0,0,5227,0,0,0,897,945,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-38.6,122.4
102,0,9,11,904,917,0,0,5227,0,0,0,899,935,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-14.4,136.4
103,0,9,12,904,917,0,0,5227,0,0,0,903,886,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-48.6,1170.3333
104,0,9,13,904,917,0,0,5227,0,0,0,904,941,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-410.0667,488.4667
105,0,9,14,904,917,0,0,5227,0,0,0,905,947,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,326.5333,239.2
106,0,9,15,904,917,0,0,5227,0,0,0,906,931,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-410.6,-199.8
107,0,9,16,904,917,0,0,5227,0,0,0,911,881,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,846.0667,1075.5333
108,0,9,17,904,917,0,0,5227,0,0,0,913,953,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-691.2,663.7333
109,0,9,18,904,917,0,0,5227,0,0,0,916,925,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,433.7333,1653.6
110,0,9,19,904,917,0,0,5227,0,0,0,919,944,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,536.8,1036.6667
111,0,9,20,904,917,0,0,5227,0,0,0,924,924,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-472.6667,-144.4667
112,0,9,21,904,917,0,0,5227,0,0,0,926,947,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,500.8667,520.0667
113,0,9,22,904,917,0,0,5227,0,0,0,927,934,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-498.9333,1083.7333
114,0,9,23,904,917,0,0,5227,0,0,0,930,915,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-193.4667,-329.6
115,0,9,24,904,917,0,0,5227,0,0,0,932,923,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,146.9333,366.0667
116,0,9,25,904,917,0,0,5227,0,0,0,933,901,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-935.9333,193.4667
117,0,9,26,904,917,0,0,5227,0,0,0,938,929,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-422.9333,1041.0
118,0,9,27,904,917,0,0,5227,0,0,0,939,906,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-368.2,387.2
119,0,9,28,904,917,0,0,5227,0,0,0,939,936,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,602.0,524.5333
120,0,9,29,904,917,0,0,5227,0,0,0,941,919,1,0,0,0,1,2630.33117,1013.76698,0.0,0.0,1760.28195,844.70183,0.0,0.0,1.494266966720871,1.2001477254997779,-20.6667,1227.4
